TERM,TERM_DESCRSHORT,CRN,SUBJECT,COURSE_NUMBR,SECTION_NUMBER,CRSE_DESCR,UM_MODALITY,SCHD_DESC,SECTION_ENROLLMENT,SECTION_CAP,SECTION_CREDITS,CREDITS_HIGH,CREDITS_LOW,CLASS_INST_ID,CLASS_INSTR_NAME,APPT_DEPT_DESCRIPTION,COLLEGE_SCHOOL,JOBCODE,JOBCODE_DESCRIPTION
202420,Winter 2024,24409,NUR,250,07,Medical-Surgical Nursing I,In Person,Field Work,7,8,56,8,6,41860515,"Turkelson, Carman",Flint Nursing,Flint Nursing,201000,PROFESSOR
202420,Winter 2024,24867,NUR,912,W3,DNP Research Seminar V,Fully Online,Online/Web Based,2,2,2,4,1,41860515,"Turkelson, Carman",Flint Nursing,Flint Nursing,201000,PROFESSOR
202420,Winter 2024,24599,CSC,377,01,Operating Systems,In Person,Lecture/Lab,12,35,48,4,4,91241560,"Turner, Stephen",Flint Computer Science,Flint College of Innov. & Tech,201000,PROFESSOR
202420,Winter 2024,24543,BUS,110,F1,Business Concepts and Careers,Hyperflex,Flex Mode,34,45,102,3,3,69731852,"Tuttle, Dale",Flint School of Management,Flint Management Dean,202840,LEO Lecturer II
202420,Winter 2024,24473,EIM,240,F1,Intro to Entrepreneurship,Hyperflex,Flex Mode,13,45,39,3,3,69731852,"Tuttle, Dale",Flint School of Management,Flint Management Dean,202840,LEO Lecturer II
202420,Winter 2024,24463,INB,385,F1,International Business,Hyperflex,Online/Web Based,31,45,93,3,3,69731852,"Tuttle, Dale",Flint School of Management,Flint Management Dean,202840,LEO Lecturer II
202420,Winter 2024,24461,INB,385,W1,International Business,Fully Online,Online/Web Based,11,10,33,3,3,69731852,"Tuttle, Dale",Flint School of Management,Flint Management Dean,202840,LEO Lecturer II
202420,Winter 2024,24462,INB,385,W2,International Business,Fully Online,Online/Web Based,41,40,123,3,3,69731852,"Tuttle, Dale",Flint School of Management,Flint Management Dean,202840,LEO Lecturer II
202420,Winter 2024,24481,MGT,489,F1,Business & Corporate Strategy,Hyperflex,Flex Mode,31,45,93,3,3,69731852,"Tuttle, Dale",Flint School of Management,Flint Management Dean,202840,LEO Lecturer II
202420,Winter 2024,22974,HCR,362,W1,Cultural Competen in Hlth Care,Fully Online,Online/Web Based,25,25,75,3,3,60074963,"Tyus, Janee",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202820,LEO Lecturer I
202420,Winter 2024,24336,HCR,362,W2,Cultural Competen in Hlth Care,Fully Online,Online/Web Based,25,25,75,3,3,60074963,"Tyus, Janee",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202820,LEO Lecturer I
202420,Winter 2024,24637,DMT,250,M1,Digital Manufact I: Intell Mac,Mixed Mode,Mixed Mode,8,35,32,4,4,50486798,"Uddin, Mohammad",Flint Engineering,Flint College of Innov. & Tech,202820,LEO Lecturer I
202420,Winter 2024,24727,EGR,280,M1,Sci of Engineering Materials,Mixed Mode,Mixed Mode,7,30,28,4,4,50486798,"Uddin, Mohammad",Flint Engineering,Flint College of Innov. & Tech,202820,LEO Lecturer I
202420,Winter 2024,20205,NSC,209,W2,Basic Nutrition for HCR Pract,Fully Online,Online/Web Based,29,30,87,3,3,21969465,"Uhley, Virginia",Flint Nursing,Flint Nursing,202840,LEO Lecturer II
202420,Winter 2024,24620,CSC,535,01,Advanced Computer Networking,In Person,Lecture/Lab,1,35,4,4,4,67464852,"Uludag, Suleyman",Flint Computer Science,Flint College of Innov. & Tech,201000,PROFESSOR
202420,Winter 2024,24621,CSC,535,W1,Advanced Computer Networking,Fully Online,Online/Web Based,14,35,56,4,4,67464852,"Uludag, Suleyman",Flint Computer Science,Flint College of Innov. & Tech,201000,PROFESSOR
202420,Winter 2024,24763,MUS,392,99,Independent Study-Applied Mus,Independent Study,Study,1,5,1,2,1,09589763,"Urena, Raymond",Flint Music,Flint CASE,202820,LEO Lecturer I
202420,Winter 2024,23056,PHS,390,M1,Health Sciences Capstone,Mixed Mode,Online/Web Based,25,30,75,3,3,24432943,"Valacak, Mark",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202840,LEO Lecturer II
202420,Winter 2024,24006,PHS,421,M1,Occupational Health & Safety,Mixed Mode,Online/Web Based,28,30,84,3,3,24432943,"Valacak, Mark",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202840,LEO Lecturer II
202420,Winter 2024,23726,NUR,351,W1,Issues in Women's Health,Fully Online,Online/Web Based,10,10,30,3,3,37652294,"VanSlyke-Smith, Kimberly",Flint Nursing,Flint Nursing,202820,LEO Lecturer I
202420,Winter 2024,23905,NUR,351,W2,Issues in Women's Health,Fully Online,Online/Web Based,12,20,36,3,3,37652294,"VanSlyke-Smith, Kimberly",Flint Nursing,Flint Nursing,202820,LEO Lecturer I
202420,Winter 2024,24041,AFA,351,W1,US Foreign Policies Twds Afr,Fully Online,Online/Web Based,14,20,42,3,3,40937776,"Vannier, Christian","Flint Africana Studies Dept, Flint Soc,Anthropology & CJ",Flint CASE,"202820, 202840","LEO Lecturer I, LEO Lecturer II"
202420,Winter 2024,24844,AFA,351,W2,US Foreign Policies Twds Afr,Fully Online,Online/Web Based,10,10,30,3,3,40937776,"Vannier, Christian","Flint Africana Studies Dept, Flint Soc,Anthropology & CJ",Flint CASE,"202820, 202840","LEO Lecturer I, LEO Lecturer II"
202420,Winter 2024,24273,ANT,100,01,Intro to Cultural Anthropology,In Person,Lecture/Discussion,13,45,39,3,3,40937776,"Vannier, Christian","Flint Africana Studies Dept, Flint Soc,Anthropology & CJ",Flint CASE,"202820, 202840","LEO Lecturer I, LEO Lecturer II"
202420,Winter 2024,24274,ANT,100,W1,Intro to Cultural Anthropology,Fully Online,Online/Web Based,38,45,114,3,3,40937776,"Vannier, Christian","Flint Africana Studies Dept, Flint Soc,Anthropology & CJ",Flint CASE,"202820, 202840","LEO Lecturer I, LEO Lecturer II"
202420,Winter 2024,24102,INT,100,W1,Intro to Cultural Anthropology,Fully Online,Online/Web Based,6,45,18,3,3,40937776,"Vannier, Christian","Flint Africana Studies Dept, Flint Soc,Anthropology & CJ",Flint CASE,"202820, 202840","LEO Lecturer I, LEO Lecturer II"
202420,Winter 2024,21251,UNV,100,W1,First Year Experience,Fully Online,Online/Web Based,26,25,78,3,3,40937776,"Vannier, Christian","Flint Africana Studies Dept, Flint Soc,Anthropology & CJ",Flint CASE,"202820, 202840","LEO Lecturer I, LEO Lecturer II"
202420,Winter 2024,20795,AMC,590,98,Directed Study,Independent Study,Study,3,5,3,6,1,18962050,"Veillet, Benedicte",Flint Philosophy,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,21722,PHL,162,W1,Intro to Ethics,Fully Online,Online/Web Based,29,30,87,3,3,18962050,"Veillet, Benedicte",Flint Philosophy,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,23206,PHL,167,W1,"Race, Gender and Sexuality",Fully Online,Online/Web Based,17,30,51,3,3,18962050,"Veillet, Benedicte",Flint Philosophy,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,24323,PHL,167,W2,"Race, Gender and Sexuality",Fully Online,Online/Web Based,13,30,39,3,3,18962050,"Veillet, Benedicte",Flint Philosophy,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,23207,WGS,167,W1,"Race, Gender and Sexuality",Fully Online,Online/Web Based,12,30,36,3,3,18962050,"Veillet, Benedicte",Flint Philosophy,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,24324,WGS,167,W2,"Race, Gender and Sexuality",Fully Online,Online/Web Based,15,30,45,3,3,18962050,"Veillet, Benedicte",Flint Philosophy,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,24736,ART,240,M1,Creativity/Portfolio Dev.,Mixed Mode,Mixed Mode,15,15,45,3,3,67027077,"Velliky, Cristen",Flint Art & Art History,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,24741,ART,281,01,Introduction to Ceramics,In Person,Lecture/Lab,15,15,45,3,3,67027077,"Velliky, Cristen",Flint Art & Art History,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,24735,ART,392,W1,Portfolio Development,Fully Online,Online/Web Based,4,24,10,3,1,67027077,"Velliky, Cristen",Flint Art & Art History,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,24168,ART,495,99,Senior Exhibition,Independent Study,Study,3,5,3,1,1,67027077,"Velliky, Cristen",Flint Art & Art History,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,24359,EDL,690,W1,Clinical Prac in School Admin,Fully Online,Online/Web Based,8,30,24,3,3,60905410,"Vergon, Charles",Flint Education,Flint CASE,202840,LEO Lecturer II
202420,Winter 2024,21122,ENG,100,01,Col Reading & Learning Strat,In Person,Lecture/Discussion,19,24,57,3,3,39758702,"Vidaillet Gelderloos, Stephanie",Flint English,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,23919,ENG,100,02,Col Reading & Learning Strat,In Person,Lecture/Discussion,23,24,69,3,3,39758702,"Vidaillet Gelderloos, Stephanie",Flint English,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,22867,ENG,109,33,College Writing Workshop,In Person,Lecture/Discussion,7,15,21,3,1,39758702,"Vidaillet Gelderloos, Stephanie",Flint English,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,24768,UNV,100,01,First Year Experience,In Person,Lecture/Discussion,8,24,24,3,3,39758702,"Vidaillet Gelderloos, Stephanie",Flint English,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,23591,BIO,104,01,Introduction to Human Biology,In Person,Lecture/Discussion,22,24,88,4,4,49784872,"Viele, Dennis",Flint Biology,Flint College of Innov. & Tech,202880,LEO Lecturer IV
202420,Winter 2024,23306,BIO,104,H1,Introduction to Human Biology,Hyperflex,On Campus or Online,8,24,32,4,4,49784872,"Viele, Dennis",Flint Biology,Flint College of Innov. & Tech,202880,LEO Lecturer IV
202420,Winter 2024,22620,BIO,301,01,Biostatistics,In Person,Lecture/Discussion,13,21,52,4,4,49784872,"Viele, Dennis",Flint Biology,Flint College of Innov. & Tech,202880,LEO Lecturer IV
202420,Winter 2024,24825,PHS,385,01,Topics in Our Public's Health,In Person,Lecture/Discussion,26,30,52,3,1,12148418,"Viertlboeck, Jessica",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202780,LEO Adjunct Lecturer
202420,Winter 2024,24826,PHS,385,02,Topics in Our Public's Health,In Person,Lecture/Discussion,22,30,44,3,1,12148418,"Viertlboeck, Jessica",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202780,LEO Adjunct Lecturer
202420,Winter 2024,24347,ANE,642,H1,Pharmacology II,Hyperflex,On Campus or Online,30,30,60,2,2,25078528,"Voisinet, Grant",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202820,LEO Lecturer I
202420,Winter 2024,23427,MTH,111,01,College Algebra,In Person,Lecture/Discussion,35,35,105,3,3,12180443,"Wade, James",Flint Mathematics,Flint College of Innov. & Tech,202840,LEO Lecturer II
202420,Winter 2024,23581,MTH,111,02,College Algebra,In Person,Lecture/Discussion,10,17,30,3,3,12180443,"Wade, James",Flint Mathematics,Flint College of Innov. & Tech,202840,LEO Lecturer II
202420,Winter 2024,23582,MTH,111,03,College Algebra,In Person,Lecture/Discussion,3,18,9,3,3,12180443,"Wade, James",Flint Mathematics,Flint College of Innov. & Tech,202840,LEO Lecturer II
202420,Winter 2024,24074,MTH,111,05,College Algebra,In Person,Lecture/Discussion,35,35,105,3,3,12180443,"Wade, James",Flint Mathematics,Flint College of Innov. & Tech,202840,LEO Lecturer II
202420,Winter 2024,24778,POL,390,99,Intern in Pub Agencies,Independent Study,Field Work,1,5,3,6,3,49278506,"Wade-Olson, Jeremiah",Flint Political Science,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,24315,PUB,501,H1,Administrative Org & Behav,Hyperflex,On Campus or Online,19,30,57,3,3,49278506,"Wade-Olson, Jeremiah",Flint Political Science,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,24250,PUB,504,H1,Ethical Issues in PUB,Hyperflex,On Campus or Online,13,30,39,3,3,49278506,"Wade-Olson, Jeremiah",Flint Political Science,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,24251,PUB,511,W1,US State and Local Govt,Fully Online,Online/Web Based,8,30,24,3,3,49278506,"Wade-Olson, Jeremiah",Flint Political Science,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,23864,NUR,426,W1,Intro to SANE - Pediatric,Fully Online,Online/Web Based,10,20,30,3,3,03764467,"Walker, Kathleen",Flint Nursing,Flint Nursing,202820,LEO Lecturer I
202420,Winter 2024,24418,NUR,431,M1,SANE Peds/Adolescent Skills,Mixed Mode,Online/Web Based,11,20,33,3,3,03764467,"Walker, Kathleen",Flint Nursing,Flint Nursing,202820,LEO Lecturer I
202420,Winter 2024,23501,PHL,101,04,Intro to Philosophy,In Person,Lecture/Discussion,24,30,72,3,3,91802420,"Wandmacher, Stevens",Flint Philosophy,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,24770,PHL,101,W2,Intro to Philosophy,Fully Online,Online/Web Based,16,24,48,3,3,91802420,"Wandmacher, Stevens",Flint Philosophy,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,24043,PHL,162,01,Intro to Ethics,In Person,Lecture/Discussion,29,35,87,3,3,91802420,"Wandmacher, Stevens",Flint Philosophy,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,24050,PHL,202,02,Intro to Logic,In Person,Lecture/Discussion,13,30,39,3,3,91802420,"Wandmacher, Stevens",Flint Philosophy,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,24326,PHL,320,01,Computers and Society,In Person,Lecture/Discussion,18,30,54,3,3,91802420,"Wandmacher, Stevens",Flint Philosophy,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,22606,BIO,135,M1,Microbiology Basics,Mixed Mode,Laboratory,16,20,64,4,4,08609604,"Ware, Margaret",Flint Biology,Flint College of Innov. & Tech,202880,LEO Lecturer IV
202420,Winter 2024,22607,BIO,135,M2,Microbiology Basics,Mixed Mode,Laboratory,20,20,80,4,4,08609604,"Ware, Margaret",Flint Biology,Flint College of Innov. & Tech,202880,LEO Lecturer IV
202420,Winter 2024,24175,BIO,135,M3,Microbiology Basics,Mixed Mode,Laboratory,17,20,68,4,4,08609604,"Ware, Margaret",Flint Biology,Flint College of Innov. & Tech,202880,LEO Lecturer IV
202420,Winter 2024,24176,BIO,135,M4,Microbiology Basics,Mixed Mode,Laboratory,15,20,60,4,4,08609604,"Ware, Margaret",Flint Biology,Flint College of Innov. & Tech,202880,LEO Lecturer IV
202420,Winter 2024,20263,NUR,369,W1,Transcultural Health Care,Fully Online,Online/Web Based,25,30,75,3,3,08733332,"Wehbe-Alamah, Hiba",Flint Nursing,Flint Nursing,201000,PROFESSOR
202420,Winter 2024,24413,NUR,369,W2,Transcultural Health Care,Fully Online,Online/Web Based,21,30,63,3,3,08733332,"Wehbe-Alamah, Hiba",Flint Nursing,Flint Nursing,201000,PROFESSOR
202420,Winter 2024,24346,ANE,622,H1,Anatomy & Physiology II,Hyperflex,On Campus or Online,30,30,60,2,2,94675138,"Welch, Gena",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202140,CLINICAL ASST PROF
202420,Winter 2024,24796,ANE,701,W2,Scholarly Project Development,Fully Online,Online/Web Based,6,15,6,1,1,94675138,"Welch, Gena",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202140,CLINICAL ASST PROF
202420,Winter 2024,24797,ANE,704,W2,Scholarly Proj Dissemination,Fully Online,Online/Web Based,8,15,8,1,1,94675138,"Welch, Gena",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202140,CLINICAL ASST PROF
202420,Winter 2024,21870,ANE,721,W1,Prof Asp of ANE Practice I,Fully Online,Online/Web Based,28,30,56,2,2,94675138,"Welch, Gena",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202140,CLINICAL ASST PROF
202420,Winter 2024,21474,ANE,793,01,Clinical Practicum III,In Person,Field Work,30,30,60,2,2,94675138,"Welch, Gena",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202140,CLINICAL ASST PROF
202420,Winter 2024,21873,ANE,796,01,Clinical Practicum VI,In Person,Field Work,28,30,56,2,2,94675138,"Welch, Gena",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202140,CLINICAL ASST PROF
202420,Winter 2024,24483,MGT,489,W2,Business & Corporate Strategy,Fully Online,Online/Web Based,28,40,84,3,3,45992296,"White III, George",Flint School of Management,Flint Management Dean,201000,PROFESSOR
202420,Winter 2024,23186,MGT,589,W1,Strategic Management,Fully Online,Online/Web Based,28,40,84,3,3,45992296,"White III, George",Flint School of Management,Flint Management Dean,201000,PROFESSOR
202420,Winter 2024,24484,MGT,783,W1,Global Strategy,Fully Online,Online/Web Based,13,25,39,3,3,45992296,"White III, George",Flint School of Management,Flint Management Dean,201000,PROFESSOR
202420,Winter 2024,23903,PTP,705,01,Soft Tissue Techniques,In Person,Lecture/Lab,31,34,62,2,2,93524502,"Wiebe, Julie",Flint Physical Therapy,Flint College Health Sciences,202140,CLINICAL ASST PROF
202420,Winter 2024,24712,PTP,705,02,Soft Tissue Techniques,In Person,Lecture/Lab,31,32,62,2,2,93524502,"Wiebe, Julie",Flint Physical Therapy,Flint College Health Sciences,202140,CLINICAL ASST PROF
202420,Winter 2024,23680,ENG,252,W1,Advanced Composition,Fully Online,Online/Web Based,24,24,72,3,3,93553729,"Wiess, Janelle",Flint English,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,24216,ENG,305,01,Career Prep in Liberal Arts,In Person,Lecture/Discussion,14,24,42,3,3,93553729,"Wiess, Janelle",Flint English,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,21124,ENG,345,W2,Technical Writing,Fully Online,Online/Web Based,25,24,75,3,3,93553729,"Wiess, Janelle",Flint English,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,22101,ENG,345,W3,Technical Writing,Fully Online,Online/Web Based,23,24,69,3,3,93553729,"Wiess, Janelle",Flint English,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,24149,MUS,226,W1,Music in World Cultures,Fully Online,Online/Web Based,29,30,87,3,3,01970040,"Wikaryasz, Hannah",Flint Music,Flint CASE,202820,LEO Lecturer I
202420,Winter 2024,22373,ENG,112,03,Critical Writing & Reading,In Person,Lecture/Discussion,13,24,39,3,3,93816764,"Wilhelm, Stephanie",Flint English,Flint CASE,202840,LEO Lecturer II
202420,Winter 2024,22374,ENG,112,04,Critical Writing & Reading,In Person,Lecture/Discussion,25,24,75,3,3,93816764,"Wilhelm, Stephanie",Flint English,Flint CASE,202840,LEO Lecturer II
202420,Winter 2024,24884,ENG,112,W2,Critical Writing & Reading,Fully Online,Online/Web Based,15,24,45,3,3,93816764,"Wilhelm, Stephanie",Flint English,Flint CASE,202840,LEO Lecturer II
202420,Winter 2024,21117,ENG,112,W4,Critical Writing & Reading,Fully Online,Online/Web Based,24,24,72,3,3,93816764,"Wilhelm, Stephanie",Flint English,Flint CASE,202840,LEO Lecturer II
202420,Winter 2024,23045,ANE,525,W1,Regional Anesthesia,Fully Online,Online/Web Based,30,30,90,3,3,55018462,"Williams Julien, Marie",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202140,CLINICAL ASST PROF
202420,Winter 2024,20159,ANE,544,W1,Neuroanatomy for Anesthetists,Fully Online,Online/Web Based,30,30,90,3,3,55018462,"Williams Julien, Marie",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202140,CLINICAL ASST PROF
202420,Winter 2024,24798,ANE,701,W3,Scholarly Project Development,Fully Online,Online/Web Based,15,20,15,1,1,55018462,"Williams Julien, Marie",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202140,CLINICAL ASST PROF
202420,Winter 2024,24799,ANE,704,W3,Scholarly Proj Dissemination,Fully Online,Online/Web Based,11,20,11,1,1,55018462,"Williams Julien, Marie",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202140,CLINICAL ASST PROF
202420,Winter 2024,22122,ANE,677,W1,Financial Mgt in Nurse Ane,Fully Online,Online/Web Based,28,30,84,3,3,67757113,"Williams, Bryanna",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202820,LEO Lecturer I
202420,Winter 2024,24869,NUR,912,W5,DNP Research Seminar V,Fully Online,Online/Web Based,1,1,1,4,1,71402988,"Wilson, Kristi",Flint Nursing,Flint Nursing,201500,ASSOC PROFESSOR
202420,Winter 2024,24870,NUR,912,W6,DNP Research Seminar V,Fully Online,Online/Web Based,2,2,2,4,1,71402988,"Wilson, Kristi",Flint Nursing,Flint Nursing,201500,ASSOC PROFESSOR
202420,Winter 2024,24288,IES,101,01,Intro to Education,In Person,Lecture/Discussion,24,30,72,3,3,87702492,"Wilson, Sade",Flint Education,Flint CASE,202780,LEO Adjunct Lecturer
202420,Winter 2024,24790,BIO,599,99,Thesis Research,Independent Study,Research,2,5,6,5,1,39808198,"Witt, Jill",Flint Biology,Flint College of Innov. & Tech,201550,VISITING ASSOC PROF
202420,Winter 2024,24442,BUS,250,F1,Contemp Legal Issues for BUS,Hyperflex,Flex Mode,42,45,126,3,3,36203198,"Witt, Michael",Flint School of Management,Flint Management Dean,202880,LEO Lecturer IV
202420,Winter 2024,20270,BUS,250,W1,Contemp Legal Issues for BUS,Fully Online,Online/Web Based,50,50,150,3,3,36203198,"Witt, Michael",Flint School of Management,Flint Management Dean,202880,LEO Lecturer IV
